filename,type,accuracy,iou,dice
Y1.jpg,tumor,0.89910888671875,0.5801371602743205,0.7342870921044273
Y10.jpg,tumor,0.77935791015625,0.3591845778861068,0.5285295076604873
Y100.JPG,tumor,0.95953369140625,0.36977186311787075,0.53990284523699
Y101.jpg,tumor,0.9750213623046875,0.6986931713602061,0.8226243363222165
Y102.jpg,tumor,0.9031219482421875,0.27597217470635194,0.43256770041618936
Y103.jpg,tumor,0.9042510986328125,0.7169981509042529,0.8351763809702
Y104.jpg,tumor,0.8452301025390625,0.3713276310896244,0.5415593220314505
Y105.jpg,tumor,0.9394378662109375,0.8384155029923055,0.9121066501297427
Y106.jpg,tumor,0.925567626953125,0.712178428133113,0.8318974429635678
Y107.jpg,tumor,0.910430908203125,0.2650557155377488,0.41904196357463336
Y108.jpg,tumor,0.8881988525390625,0.3284758500595729,0.4945153501173196
Y109.JPG,tumor,0.837554931640625,0.5654339129724876,0.7223989569733444
Y11.jpg,tumor,0.9521636962890625,0.6658851113716295,0.7994370161806702
Y111.JPG,tumor,0.8331756591796875,0.7352912691879328,0.8474557352334313
Y112.JPG,tumor,0.83551025390625,0.4658077304261645,0.6355645706536999
Y113.JPG,tumor,0.88726806640625,0.5515085291082378,0.7109319978061236
Y114.JPG,tumor,0.970733642578125,0.6341091186570011,0.7760915246232069
Y115.JPG,tumor,0.951141357421875,0.7668729523116127,0.8680567001777317
Y116.JPG,tumor,0.890625,0.5236576289207868,0.6873691556145876
Y117.JPG,tumor,0.8314361572265625,0.4125810911411252,0.5841520798020547
Y12.jpg,tumor,0.856781005859375,0.567943288528816,0.724443661556208
Y120.JPG,tumor,0.9542388916015625,0.5826607291956583,0.7363052844391426
Y13.jpg,tumor,0.8603057861328125,0.6489378019786793,0.7870979744638796
Y14.jpg,tumor,0.99151611328125,0.9832454422178695,0.9915519494317446
Y146.JPG,tumor,0.826416015625,0.45916135780165446,0.6293496676637907
Y147.JPG,tumor,0.97259521484375,0.9550618025321523,0.9770144363661091
Y148.JPG,tumor,0.8553619384765625,0.6754656258559298,0.8063019800952116
Y15.jpg,tumor,0.828033447265625,0.35984095427435386,0.5292397660796606
Y153.jpg,tumor,0.9393157958984375,0.8379644719687093,0.9118396843321765
Y154.jpg,tumor,0.9514312744140625,0.7034103615355944,0.8258847984200761
Y155.JPG,tumor,0.9763031005859375,0.8828543411028136,0.9377829413848091
Y156.JPG,tumor,0.8802642822265625,0.2789671965450703,0.4362382355022901
Y157.JPG,tumor,0.9385528564453125,0.3265886287625418,0.492373629137875
Y158.JPG,tumor,0.881866455078125,0.47429890676987846,0.6434229918909201
Y159.JPG,tumor,0.880950927734375,0.5730546131115246,0.7285883253296855
Y16.JPG,tumor,0.900390625,0.6759493670886076,0.806646525677369
Y160.JPG,tumor,0.996124267578125,0.8989255869478711,0.946772841556019
Y161.JPG,tumor,0.8955841064453125,0.41964209990670853,0.5911942170942637
Y162.jpg,tumor,0.8881988525390625,0.3284758500595729,0.4945153501173196
Y163.JPG,tumor,0.88616943359375,0.28619270883169073,0.44502306204102793
Y164.JPG,tumor,0.9596099853515625,0.5818985942189228,0.7356964553096784
Y165.JPG,tumor,0.985870361328125,0.8266566828903033,0.9051035048072852
Y166.JPG,tumor,0.998382568359375,0.9968976820416764,0.9984464311871634
Y167.JPG,tumor,0.9376983642578125,0.8182020570817935,0.9000122443959838
Y168.jpg,tumor,0.906829833984375,0.74882764294529,0.8563767229598335
Y169.jpg,tumor,0.8603057861328125,0.6489378019786793,0.7870979744638796
Y17.jpg,tumor,0.99151611328125,0.9832454422178695,0.9915519494317446
Y170.JPG,tumor,0.9903411865234375,0.8912557979728569,0.9425015895999409
Y18.JPG,tumor,0.8874053955078125,0.3418071536883418,0.509472844509011
Y180.jpg,tumor,0.938873291015625,0.6885398849323588,0.8155447094538376
Y181.jpg,tumor,0.828033447265625,0.35984095427435386,0.5292397660796606
Y182.JPG,tumor,0.9689483642578125,0.3892557022809124,0.5603802116966865
Y183.jpg,tumor,0.9426727294921875,0.6311604162576084,0.7738790249727723
Y184.JPG,tumor,0.959503173828125,0.5914408866995073,0.743277229631038
Y185.jpg,tumor,0.8829803466796875,0.42112016908212563,0.5926594784055205
Y186.jpg,tumor,0.90399169921875,0.2514870330716155,0.40190114068059024
Y187.jpg,tumor,0.9268341064453125,0.19735520589219954,0.3296518943054711
Y188.jpg,tumor,0.9954681396484375,0.9245618491236982,0.9608024283890616
Y19.JPG,tumor,0.975677490234375,0.46545942320590206,0.635240274585006
Y192.JPG,tumor,0.95806884765625,0.497163769441903,0.6641407968630636
Y193.JPG,tumor,0.979583740234375,0.7839147286821705,0.8788701792424509
Y194.jpg,tumor,0.961456298828125,0.49307645996387717,0.6604838709588645
Y195.JPG,tumor,0.935089111328125,0.4843636363636364,0.6526212640809029
Y2.jpg,tumor,0.95660400390625,0.7490292975644194,0.8565085771904313
Y20.jpg,tumor,0.9658050537109375,0.7177581863979848,0.835691766252396
Y21.jpg,tumor,0.9669647216796875,0.9264730854134827,0.9618334067854353
Y22.jpg,tumor,0.8800506591796875,0.5144533662754787,0.6793914923093136
Y23.JPG,tumor,0.97967529296875,0.7028112449799196,0.8254716981023916
Y24.jpg,tumor,0.966033935546875,0.3433628318584071,0.5111989459703294
Y242.JPG,tumor,0.962982177734375,0.4581192763010945,0.62837009802959
Y243.JPG,tumor,0.97216796875,0.7044718081659106,0.8266159695738914
Y244.JPG,tumor,0.9914398193359375,0.9514663898261095,0.9751296714945465
